date,market_name,crop,variety,grade,min_price,max_price,modal_price,arrivals_tonnes
2024-05-12,Dharwad,Coconut,Local,FAQ,2054,2510,2282,76.1
2024-05-13,Bangalore (Yeshwanthpur),Onion,Local,FAQ,1230,1504,1367,64.8
2024-05-13,Gulbarga,Wheat,Local,FAQ,3092,3780,3436,31.2
2024-05-15,Karwar,Brinjal,Local,FAQ,959,1173,1066,44.7
2024-05-16,Davangere,Mango,Local,FAQ,3580,4376,3978,20.9
2024-05-16,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,1199,1465,1332,91.2
2024-05-16,Bijapur,Chilli,Local,FAQ,9230,11281,10255,96.3
2024-05-16,Shimoga,Banana,Local,FAQ,2253,2753,2503,95.4
2024-05-16,Gulbarga,Banana,Local,FAQ,1537,1879,1708,33.7
2024-05-17,Bijapur,Coconut,Local,FAQ,1948,2382,2165,31.0
2024-05-17,Raichur,Mango,Local,FAQ,4000,4888,4444,46.4
2024-05-17,Bijapur,Mango,Local,FAQ,3121,3815,3468,97.6
2024-05-18,Hubli,Chilli,Local,FAQ,7815,9551,8683,77.4
2024-05-19,Davangere,Tomato,Local,FAQ,1628,1990,1809,52.1
2024-05-19,Hassan,Potato,Local,FAQ,734,898,816,86.0
2024-05-19,Bijapur,Brinjal,Local,FAQ,1606,1964,1785,29.7
2024-05-19,Bellary,Brinjal,Local,FAQ,1606,1964,1785,15.7
2024-05-19,Karwar,Tomato,Local,FAQ,1589,1943,1766,65.4
2024-05-19,Shimoga,Coconut,Local,FAQ,2480,3032,2756,82.5
2024-05-20,Belgaum,Brinjal,Local,FAQ,1447,1769,1608,45.2
2024-05-20,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,1773,2167,1970,49.9
2024-05-20,Hubli,Chilli,Local,FAQ,10734,13120,11927,54.3
2024-05-20,Belgaum,Wheat,Local,FAQ,2992,3656,3324,74.3
2024-05-21,Bijapur,Brinjal,Local,FAQ,1092,1334,1213,38.9
2024-05-21,Mangalore,Onion,Local,FAQ,1307,1597,1452,82.8
2024-05-22,Belgaum,Tomato,Local,FAQ,1547,1891,1719,61.3
2024-05-22,Belgaum,Brinjal,Local,FAQ,1411,1725,1568,91.2
2024-05-22,Mangalore,Brinjal,Local,FAQ,1525,1863,1694,31.2
2024-05-22,Tumkur,Potato,Local,FAQ,1235,1509,1372,51.1
2024-05-22,Bijapur,Rice,Local,FAQ,4605,5629,5117,70.8
2024-05-22,Tumkur,Onion,Local,FAQ,1334,1630,1482,45.4
2024-05-23,Mangalore,Brinjal,Local,FAQ,1522,1860,1691,65.8
2024-05-23,Hassan,Wheat,Local,FAQ,2494,3048,2771,48.6
2024-05-24,Davangere,Brinjal,Local,FAQ,1575,1925,1750,52.9
2024-05-24,Gulbarga,Brinjal,Local,FAQ,1350,1650,1500,21.6
2024-05-24,Davangere,Chilli,Local,FAQ,8342,10196,9269,62.6
2024-05-25,Hubli,Rice,Local,FAQ,3412,4170,3791,41.3
2024-05-25,Belgaum,Coconut,Local,FAQ,1664,2034,1849,19.0
2024-05-25,Shimoga,Rice,Local,FAQ,4641,5673,5157,45.5
2024-05-25,Tumkur,Mango,Local,FAQ,4000,4890,4445,38.7
2024-05-26,Bellary,Onion,Local,FAQ,1520,1858,1689,90.8
2024-05-26,Shimoga,Onion,Local,FAQ,1515,1851,1683,16.5
2024-05-27,Mysore,Potato,Local,FAQ,878,1072,975,12.7
2024-05-27,Mangalore,Onion,Local,FAQ,1559,1905,1732,19.8
2024-05-27,Hubli,Coconut,Local,FAQ,2226,2720,2473,61.5
2024-05-27,Bijapur,Potato,Local,FAQ,995,1217,1106,78.4
2024-05-27,Karwar,Tomato,Local,FAQ,1678,2052,1865,75.0
2024-05-28,Hassan,Mango,Local,FAQ,2641,3227,2934,15.4
2024-05-28,Hassan,Coconut,Local,FAQ,2529,3091,2810,34.3
2024-05-28,Shimoga,Rice,Local,FAQ,2847,3479,3163,36.9
2024-05-29,Karwar,Banana,Local,FAQ,1774,2168,1971,57.1
2024-05-29,Davangere,Banana,Local,FAQ,2051,2507,2279,17.6
2024-05-31,Dharwad,Chilli,Local,FAQ,10007,12231,11119,59.4
2024-05-31,Tumkur,Banana,Local,FAQ,2127,2599,2363,27.5
2024-05-31,Mangalore,Potato,Local,FAQ,1142,1396,1269,11.7
2024-05-31,Bellary,Brinjal,Local,FAQ,1099,1343,1221,22.6
2024-05-31,Dharwad,Onion,Local,FAQ,1294,1582,1438,88.2
2024-06-01,Hassan,Onion,Local,FAQ,797,975,886,97.1
2024-06-01,Hassan,Banana,Local,FAQ,1364,1668,1516,70.1
2024-06-01,Mangalore,Potato,Local,FAQ,985,1203,1094,55.3
2024-06-01,Shimoga,Potato,Local,FAQ,712,870,791,82.0
2024-06-01,Hubli,Chilli,Local,FAQ,8054,9844,8949,34.3
2024-06-01,Belgaum,Mango,Local,FAQ,2480,3032,2756,78.3
2024-06-01,Karwar,Potato,Local,FAQ,811,991,901,52.8
2024-06-02,Davangere,Chilli,Local,FAQ,6993,8547,7770,45.7
2024-06-02,Tumkur,Onion,Local,FAQ,1170,1430,1300,94.3
2024-06-02,Gulbarga,Wheat,Local,FAQ,1994,2436,2215,95.7
2024-06-03,Tumkur,Wheat,Local,FAQ,2660,3252,2956,99.5
2024-06-03,Bijapur,Potato,Local,FAQ,779,953,866,24.1
2024-06-03,Davangere,Onion,Local,FAQ,1044,1276,1160,28.4
2024-06-04,Dharwad,Wheat,Local,FAQ,1993,2435,2214,45.6
2024-06-04,Belgaum,Coconut,Local,FAQ,1456,1780,1618,74.0
2024-06-04,Shimoga,Coconut,Local,FAQ,1654,2022,1838,50.0
2024-06-05,Hassan,Tomato,Local,FAQ,1662,2032,1847,75.7
2024-06-05,Hassan,Wheat,Local,FAQ,1958,2394,2176,42.3
2024-06-05,Bijapur,Coconut,Local,FAQ,2187,2673,2430,54.9
2024-06-05,Mangalore,Wheat,Local,FAQ,2411,2947,2679,64.7
2024-06-05,Raichur,Chilli,Local,FAQ,8676,10604,9640,32.3
2024-06-06,Mangalore,Banana,Local,FAQ,1409,1723,1566,59.5
2024-06-06,Karwar,Tomato,Local,FAQ,1482,1812,1647,45.6
2024-06-06,Karwar,Potato,Local,FAQ,1022,1248,1135,77.9
2024-06-07,Bangalore (Yeshwanthpur),Wheat,Local,FAQ,1674,2046,1860,21.9
2024-06-07,Bangalore (Yeshwanthpur),Coconut,Local,FAQ,1270,1552,1411,48.0
2024-06-08,Dharwad,Coconut,Local,FAQ,1808,2210,2009,8.4
2024-06-08,Bangalore (Yeshwanthpur),Banana,Local,FAQ,1851,2263,2057,90.9
2024-06-09,Shimoga,Rice,Local,FAQ,3089,3775,3432,12.6
2024-06-10,Bangalore (Yeshwanthpur),Rice,Local,FAQ,3892,4758,4325,45.0
2024-06-10,Bellary,Rice,Local,FAQ,3532,4316,3924,47.6
2024-06-10,Tumkur,Coconut,Local,FAQ,2049,2505,2277,74.7
2024-06-10,Gulbarga,Banana,Local,FAQ,1684,2058,1871,33.5
2024-06-10,Belgaum,Onion,Local,FAQ,1399,1709,1554,11.0
2024-06-11,Raichur,Tomato,Local,FAQ,1548,1892,1720,75.6
2024-06-11,Raichur,Brinjal,Local,FAQ,1124,1374,1249,89.5
2024-06-12,Hassan,Chilli,Local,FAQ,8127,9933,9030,44.8
2024-06-12,Shimoga,Mango,Local,FAQ,3310,4046,3678,43.0
2024-06-12,Gulbarga,Mango,Local,FAQ,2597,3175,2886,15.9
2024-06-12,Karwar,Potato,Local,FAQ,1100,1344,1222,16.4
2024-06-13,Davangere,Tomato,Local,FAQ,1155,1411,1283,28.5
2024-06-13,Belgaum,Brinjal,Local,FAQ,1140,1394,1267,98.4
2024-06-14,Karwar,Coconut,Local,FAQ,2096,2562,2329,77.0
2024-06-14,Bellary,Coconut,Local,FAQ,1261,1541,1401,92.9
2024-06-15,Hubli,Mango,Local,FAQ,2891,3533,3212,10.4
2024-06-15,Bellary,Banana,Local,FAQ,1514,1850,1682,87.4
2024-06-16,Mangalore,Chilli,Local,FAQ,6814,8328,7571,42.5
2024-06-16,Bellary,Mango,Local,FAQ,1987,2429,2208,71.5
2024-06-16,Dharwad,Rice,Local,FAQ,2348,2870,2609,82.9
2024-06-17,Bellary,Coconut,Local,FAQ,1886,2304,2095,79.2
2024-06-17,Gulbarga,Chilli,Local,FAQ,7429,9079,8254,39.2
2024-06-17,Bangalore (Yeshwanthpur),Banana,Local,FAQ,1328,1624,1476,8.7
2024-06-18,Dharwad,Chilli,Local,FAQ,8082,9878,8980,27.2
2024-06-18,Karwar,Rice,Local,FAQ,2369,2895,2632,97.0
2024-06-18,Mangalore,Potato,Local,FAQ,869,1063,966,57.2
2024-06-18,Hassan,Potato,Local,FAQ,835,1021,928,10.3
2024-06-19,Belgaum,Mango,Local,FAQ,2691,3289,2990,81.3
2024-06-19,Gulbarga,Tomato,Local,FAQ,1055,1289,1172,99.7
2024-06-19,Mangalore,Tomato,Local,FAQ,1652,2020,1836,45.3
2024-06-20,Davangere,Tomato,Local,FAQ,1372,1676,1524,58.7
2024-06-20,Karwar,Mango,Local,FAQ,2738,3346,3042,39.9
2024-06-20,Hassan,Tomato,Local,FAQ,1472,1800,1636,23.2
2024-06-20,Gulbarga,Banana,Local,FAQ,1549,1893,1721,7.2
2024-06-20,Mysore,Banana,Local,FAQ,1462,1788,1625,84.0
2024-06-21,Karwar,Chilli,Local,FAQ,8246,10078,9162,30.4
2024-06-21,Bellary,Tomato,Local,FAQ,1036,1266,1151,17.3
2024-06-22,Bellary,Wheat,Local,FAQ,1597,1951,1774,63.2
2024-06-22,Karwar,Coconut,Local,FAQ,1706,2084,1895,86.3
2024-06-22,Bangalore (Yeshwanthpur),Mango,Local,FAQ,3466,4236,3851,41.0
2024-06-22,Hassan,Tomato,Local,FAQ,1660,2030,1845,65.4
2024-06-23,Dharwad,Banana,Local,FAQ,1931,2361,2146,6.4
2024-06-23,Bijapur,Brinjal,Local,FAQ,877,1071,974,56.0
2024-06-24,Hubli,Rice,Local,FAQ,2584,3158,2871,75.9
2024-06-24,Hassan,Wheat,Local,FAQ,2327,2845,2586,35.9
2024-06-25,Bijapur,Banana,Local,FAQ,1823,2229,2026,15.2
2024-06-25,Bangalore (Yeshwanthpur),Rice,Local,FAQ,3520,4302,3911,47.8
2024-06-26,Hubli,Wheat,Local,FAQ,2292,2802,2547,29.0
2024-06-26,Bangalore (Yeshwanthpur),Coconut,Local,FAQ,1956,2390,2173,58.8
2024-06-26,Raichur,Onion,Local,FAQ,1198,1464,1331,75.4
2024-06-26,Bellary,Onion,Local,FAQ,1336,1634,1485,20.7
2024-06-27,Belgaum,Onion,Local,FAQ,1300,1590,1445,10.7
2024-06-27,Raichur,Potato,Local,FAQ,1030,1260,1145,98.1
2024-06-27,Mangalore,Chilli,Local,FAQ,6929,8469,7699,31.1
2024-06-28,Mysore,Potato,Local,FAQ,954,1166,1060,66.8
2024-06-28,Hubli,Potato,Local,FAQ,1066,1302,1184,13.7
2024-06-28,Davangere,Banana,Local,FAQ,2015,2463,2239,90.4
2024-06-29,Hassan,Chilli,Local,FAQ,5821,7115,6468,61.8
2024-06-29,Raichur,Tomato,Local,FAQ,1106,1352,1229,65.6
2024-06-30,Davangere,Brinjal,Local,FAQ,1334,1630,1482,50.0
2024-06-30,Bangalore (Yeshwanthpur),Chilli,Local,FAQ,8362,10220,9291,49.5
2024-07-01,Bellary,Chilli,Local,FAQ,4315,5273,4794,13.9
2024-07-01,Tumkur,Coconut,Local,FAQ,1072,1310,1191,12.3
2024-07-01,Tumkur,Wheat,Local,FAQ,1955,2389,2172,77.9
2024-07-01,Dharwad,Wheat,Local,FAQ,1561,1907,1734,14.0
2024-07-02,Shimoga,Chilli,Local,FAQ,6473,7911,7192,78.3
2024-07-02,Davangere,Wheat,Local,FAQ,1470,1796,1633,86.0
2024-07-03,Davangere,Banana,Local,FAQ,1536,1878,1707,86.3
2024-07-03,Davangere,Tomato,Local,FAQ,1135,1387,1261,8.7
2024-07-03,Raichur,Onion,Local,FAQ,987,1207,1097,34.7
2024-07-03,Tumkur,Coconut,Local,FAQ,1925,2353,2139,87.3
2024-07-04,Hubli,Onion,Local,FAQ,1131,1383,1257,48.0
2024-07-04,Bellary,Wheat,Local,FAQ,2346,2868,2607,45.2
2024-07-04,Davangere,Tomato,Local,FAQ,1140,1394,1267,63.5
2024-07-05,Tumkur,Mango,Local,FAQ,1926,2354,2140,75.1
2024-07-05,Belgaum,Tomato,Local,FAQ,1279,1563,1421,73.3
2024-07-05,Bijapur,Tomato,Local,FAQ,976,1194,1085,10.1
2024-07-06,Dharwad,Mango,Local,FAQ,2083,2545,2314,53.1
2024-07-06,Dharwad,Rice,Local,FAQ,3415,4173,3794,94.1
2024-07-06,Karwar,Rice,Local,FAQ,2734,3342,3038,24.9
2024-07-06,Mysore,Chilli,Local,FAQ,7879,9629,8754,78.0
2024-07-06,Davangere,Rice,Local,FAQ,2686,3282,2984,99.9
2024-07-06,Dharwad,Chilli,Local,FAQ,6217,7599,6908,99.3
2024-07-07,Raichur,Wheat,Local,FAQ,2213,2705,2459,57.0
2024-07-07,Shimoga,Wheat,Local,FAQ,2164,2644,2404,60.5
2024-07-07,Gulbarga,Chilli,Local,FAQ,6476,7915,7195,5.8
2024-07-07,Bijapur,Rice,Local,FAQ,3073,3755,3414,88.8
2024-07-07,Tumkur,Wheat,Local,FAQ,2304,2816,2560,34.0
2024-07-08,Hassan,Banana,Local,FAQ,1184,1447,1315,51.5
2024-07-09,Hubli,Coconut,Local,FAQ,1569,1917,1743,64.5
2024-07-09,Bellary,Coconut,Local,FAQ,1525,1863,1694,22.3
2024-07-09,Bangalore (Yeshwanthpur),Potato,Local,FAQ,934,1142,1038,45.7
2024-07-09,Bangalore (Yeshwanthpur),Brinjal,Local,FAQ,756,924,840,88.7
2024-07-09,Hassan,Mango,Local,FAQ,1665,2035,1850,97.2
2024-07-09,Hassan,Chilli,Local,FAQ,5620,6868,6244,68.0
2024-07-10,Gulbarga,Brinjal,Local,FAQ,796,974,885,85.0
2024-07-10,Gulbarga,Tomato,Local,FAQ,916,1120,1018,76.5
2024-07-11,Karwar,Mango,Local,FAQ,1966,2402,2184,61.3
2024-07-11,Shimoga,Wheat,Local,FAQ,2314,2828,2571,73.5
2024-07-11,Bellary,Potato,Local,FAQ,687,839,763,78.5
2024-07-11,Karwar,Mango,Local,FAQ,2721,3325,3023,94.3
2024-07-11,Davangere,Brinjal,Local,FAQ,949,1159,1054,40.2
2024-07-12,Shimoga,Chilli,Local,FAQ,4648,5682,5165,22.3
2024-07-12,Raichur,Banana,Local,FAQ,1502,1836,1669,87.3
2024-07-12,Shimoga,Mango,Local,FAQ,2018,2466,2242,70.9
2024-07-13,Shimoga,Mango,Local,FAQ,2938,3592,3265,38.7
2024-07-13,Shimoga,Potato,Local,FAQ,554,676,615,67.7
2024-07-13,Bijapur,Potato,Local,FAQ,573,701,637,33.7
2024-07-13,Belgaum,Chilli,Local,FAQ,5342,6530,5936,70.4
2024-07-13,Dharwad,Rice,Local,FAQ,3103,3793,3448,69.7
2024-07-14,Mangalore,Mango,Local,FAQ,1707,2087,1897,74.0
2024-07-14,Bijapur,Onion,Local,FAQ,734,897,815,47.2
2024-07-15,Hubli,Chilli,Local,FAQ,4725,5775,5250,42.3
2024-07-15,Bellary,Rice,Local,FAQ,2969,3629,3299,7.0
2024-07-15,Hassan,Tomato,Local,FAQ,1097,1341,1219,70.9
2024-07-15,Tumkur,Potato,Local,FAQ,543,663,603,39.4
2024-07-16,Raichur,Potato,Local,FAQ,884,1080,982,47.7
2024-07-16,Belgaum,Onion,Local,FAQ,916,1120,1018,47.4
2024-07-16,Bijapur,Banana,Local,FAQ,1699,2077,1888,94.3
2024-07-16,Mysore,Banana,Local,FAQ,1040,1270,1155,53.9
2024-07-17,Bijapur,Onion,Local,FAQ,1165,1423,1294,37.8
2024-07-17,Shimoga,Rice,Local,FAQ,2034,2486,2260,25.5
2024-07-17,Bangalore (Yeshwanthpur),Rice,Local,FAQ,2280,2786,2533,95.5
2024-07-17,Mangalore,Banana,Local,FAQ,1753,2143,1948,36.9
2024-07-18,Mysore,Onion,Local,FAQ,657,803,730,15.1
2024-07-18,Bangalore (Yeshwanthpur),Onion,Local,FAQ,1163,1421,1292,92.6
2024-07-18,Mangalore,Tomato,Local,FAQ,1481,1811,1646,93.0
2024-07-19,Belgaum,Rice,Local,FAQ,1937,2367,2152,36.0
2024-07-19,Belgaum,Chilli,Local,FAQ,4971,6075,5523,5.6
2024-07-19,Gulbarga,Coconut,Local,FAQ,1102,1346,1224,79.5
2024-07-19,Bijapur,Chilli,Local,FAQ,7691,9401,8546,22.0
2024-07-20,Karwar,Chilli,Local,FAQ,5903,7215,6559,88.6
2024-07-20,Bellary,Mango,Local,FAQ,2603,3181,2892,61.4
2024-07-21,Shimoga,Potato,Local,FAQ,778,950,864,83.1
2024-07-21,Davangere,Banana,Local,FAQ,1430,1748,1589,95.8
2024-07-21,Dharwad,Mango,Local,FAQ,1959,2395,2177,40.3
2024-07-21,Dharwad,Potato,Local,FAQ,782,956,869,80.3
2024-07-21,Belgaum,Brinjal,Local,FAQ,972,1188,1080,81.5
2024-07-22,Hubli,Brinjal,Local,FAQ,818,1000,909,89.7
2024-07-22,Mangalore,Brinjal,Local,FAQ,648,792,720,55.7
2024-07-22,Mysore,Coconut,Local,FAQ,1771,2165,1968,52.1
2024-07-23,Bellary,Brinjal,Local,FAQ,824,1008,916,33.2
2024-07-23,Karwar,Rice,Local,FAQ,2010,2456,2233,36.1
2024-07-23,Shimoga,Potato,Local,FAQ,894,1092,993,62.8
2024-07-23,Mangalore,Wheat,Local,FAQ,1531,1871,1701,30.4
2024-07-25,Tumkur,Banana,Local,FAQ,1494,1826,1660,40.2
2024-07-25,Belgaum,Banana,Local,FAQ,1173,1433,1303,38.2
2024-07-25,Davangere,Potato,Local,FAQ,992,1212,1102,93.1
2024-07-25,Bijapur,Chilli,Local,FAQ,6802,8314,7558,41.5
2024-07-26,Davangere,Mango,Local,FAQ,2923,3573,3248,69.0
2024-07-26,Shimoga,Tomato,Local,FAQ,1207,1475,1341,77.4
2024-07-26,Bellary,Mango,Local,FAQ,2501,3057,2779,33.4
2024-07-26,Hassan,Mango,Local,FAQ,2638,3224,2931,32.2
2024-07-26,Hubli,Wheat,Local,FAQ,2332,2850,2591,6.0
2024-07-27,Bellary,Potato,Local,FAQ,752,919,835,29.3
2024-07-28,Hassan,Potato,Local,FAQ,658,804,731,40.7
2024-07-28,Hubli,Banana,Local,FAQ,1169,1429,1299,20.3
2024-07-28,Belgaum,Rice,Local,FAQ,2248,2748,2498,33.0
2024-07-28,Bijapur,Wheat,Local,FAQ,1388,1696,1542,47.7
2024-07-29,Bangalore (Yeshwanthpur),Onion,Local,FAQ,930,1136,1033,81.8
2024-07-29,Bijapur,Wheat,Local,FAQ,1861,2275,2068,83.7
2024-07-29,Mangalore,Rice,Local,FAQ,2882,3522,3202,35.1
2024-07-29,Gulbarga,Wheat,Local,FAQ,2180,2664,2422,41.5
2024-07-30,Bellary,Potato,Local,FAQ,536,654,595,20.1
2024-07-30,Hubli,Potato,Local,FAQ,728,890,809,71.1
2024-07-31,Hubli,Potato,Local,FAQ,569,695,632,86.2
2024-07-31,Bellary,Banana,Local,FAQ,1366,1670,1518,6.2
2024-07-31,Dharwad,Wheat,Local,FAQ,1794,2192,1993,71.5
2024-08-01,Hubli,Potato,Local,FAQ,702,858,780,45.4
2024-08-01,Bellary,Onion,Local,FAQ,622,760,691,85.9
2024-08-01,Bellary,Mango,Local,FAQ,1857,2269,2063,55.0
2024-08-02,Raichur,Mango,Local,FAQ,1514,1850,1682,41.9
2024-08-02,Gulbarga,Banana,Local,FAQ,1174,1436,1305,26.8
2024-08-03,Bijapur,Tomato,Local,FAQ,1206,1474,1340,27.7
2024-08-03,Mysore,Potato,Local,FAQ,666,814,740,5.5
2024-08-03,Gulbarga,Onion,Local,FAQ,783,957,870,83.9
2024-08-03,Hubli,Coconut,Local,FAQ,1026,1254,1140,81.7
2024-08-04,Bijapur,Tomato,Local,FAQ,1184,1447,1315,77.3
2024-08-04,Belgaum,Wheat,Local,FAQ,1418,1733,1575,48.5
2024-08-05,Dharwad,Mango,Local,FAQ,1927,2355,2141,18.0
2024-08-05,Hassan,Coconut,Local,FAQ,1410,1724,1567,89.6
2024-08-06,Mysore,Coconut,Local,FAQ,1413,1727,1570,49.0
2024-08-06,Mysore,Chilli,Local,FAQ,4051,4951,4501,7.9
2024-08-07,Raichur,Mango,Local,FAQ,1955,2389,2172,69.0
2024-08-07,Bangalore (Yeshwanthpur),Mango,Local,FAQ,2402,2936,2669,13.1
2024-08-07,Dharwad,Wheat,Local,FAQ,1919,2345,2132,21.5
2024-08-08,Davangere,Onion,Local,FAQ,663,811,737,71.0
2024-08-08,Bellary,Mango,Local,FAQ,1645,2011,1828,9.3
2024-08-08,Karwar,Potato,Local,FAQ,598,730,664,96.8
2024-08-09,Shimoga,Banana,Local,FAQ,1535,1877,1706,75.8
2024-08-09,Mangalore,Onion,Local,FAQ,868,1062,965,19.5
2024-08-09,Tumkur,Rice,Local,FAQ,2650,3240,2945,89.5
2024-08-10,Bellary,Potato,Local,FAQ,781,955,868,63.8
2024-08-10,Shimoga,Banana,Local,FAQ,1082,1322,1202,94.8
2024-08-10,Davangere,Coconut,Local,FAQ,1260,1540,1400,78.2
2024-08-11,Davangere,Rice,Local,FAQ,2911,3557,3234,80.0
2024-08-11,Belgaum,Onion,Local,FAQ,781,955,868,28.4
2024-08-11,Karwar,Brinjal,Local,FAQ,816,998,907,33.8
2024-08-12,Dharwad,Banana,Local,FAQ,1090,1332,1211,22.5
2024-08-12,Hassan,Onion,Local,FAQ,908,1110,1009,48.9
2024-08-12,Hassan,Potato,Local,FAQ,664,812,738,43.7
2024-08-13,Hassan,Rice,Local,FAQ,2298,2808,2553,93.8
2024-08-13,Davangere,Chilli,Local,FAQ,5943,7263,6603,9.1
2024-08-13,Raichur,Rice,Local,FAQ,3027,3699,3363,49.8
2024-08-14,Shimoga,Brinjal,Local,FAQ,761,931,846,29.4
2024-08-14,Karwar,Coconut,Local,FAQ,1373,1679,1526,58.5
2024-08-14,Hassan,Onion,Local,FAQ,827,1011,919,35.1
2024-08-14,Shimoga,Tomato,Local,FAQ,1031,1261,1146,39.6
2024-08-14,Bijapur,Onion,Local,FAQ,566,692,629,42.2
2024-08-14,Bijapur,Tomato,Local,FAQ,1205,1473,1339,89.5
2024-08-15,Tumkur,Onion,Local,FAQ,921,1125,1023,80.9
2024-08-15,Karwar,Mango,Local,FAQ,1822,2228,2025,6.9
2024-08-16,Shimoga,Mango,Local,FAQ,1605,1961,1783,12.1
2024-08-16,Hassan,Brinjal,Local,FAQ,970,1186,1078,75.2
2024-08-16,Davangere,Chilli,Local,FAQ,4187,5117,4652,88.7
2024-08-16,Dharwad,Tomato,Local,FAQ,1168,1428,1298,36.9
2024-08-16,Belgaum,Tomato,Local,FAQ,970,1186,1078,26.0
2024-08-17,Tumkur,Mango,Local,FAQ,2092,2556,2324,98.1
2024-08-17,Gulbarga,Potato,Local,FAQ,563,689,626,18.8
2024-08-17,Mangalore,Wheat,Local,FAQ,1361,1663,1512,80.9
2024-08-18,Raichur,Potato,Local,FAQ,638,780,709,56.3
2024-08-18,Tumkur,Potato,Local,FAQ,742,908,825,21.6
2024-08-18,Bangalore (Yeshwanthpur),Chilli,Local,FAQ,5056,6180,5618,89.2
2024-08-19,Bijapur,Potato,Local,FAQ,699,855,777,75.1
2024-08-19,Dharwad,Coconut,Local,FAQ,941,1151,1046,85.9
2024-08-20,Bellary,Coconut,Local,FAQ,1032,1262,1147,65.0
2024-08-20,Bellary,Rice,Local,FAQ,2265,2769,2517,70.2
2024-08-20,Hassan,Wheat,Local,FAQ,1355,1657,1506,53.6
2024-08-20,Raichur,Tomato,Local,FAQ,936,1144,1040,77.3
2024-08-21,Karwar,Onion,Local,FAQ,959,1173,1066,7.6
2024-08-21,Bijapur,Wheat,Local,FAQ,1537,1879,1708,44.1
2024-08-21,Davangere,Chilli,Local,FAQ,6303,7703,7003,76.8
2024-08-21,Mysore,Mango,Local,FAQ,1495,1827,1661,94.3
2024-08-21,Dharwad,Chilli,Local,FAQ,6103,7459,6781,35.7
2024-08-23,Karwar,Onion,Local,FAQ,858,1048,953,45.1
2024-08-23,Tumkur,Coconut,Local,FAQ,1231,1505,1368,80.6
2024-08-23,Hubli,Banana,Local,FAQ,1028,1256,1142,10.6
2024-08-24,Mangalore,Brinjal,Local,FAQ,595,727,661,12.4
2024-08-24,Bangalore (Yeshwanthpur),Potato,Local,FAQ,585,715,650,73.6
2024-08-24,Shimoga,Rice,Local,FAQ,2568,3138,2853,7.6
2024-08-24,Karwar,Onion,Local,FAQ,753,921,837,9.2
2024-08-24,Hassan,Banana,Local,FAQ,950,1160,1055,36.6
2024-08-25,Bellary,Mango,Local,FAQ,2483,3035,2759,27.7
2024-08-25,Hubli,Banana,Local,FAQ,1552,1896,1724,8.1
2024-08-25,Shimoga,Onion,Local,FAQ,812,992,902,32.5
2024-08-25,Gulbarga,Brinjal,Local,FAQ,768,938,853,57.4
2024-08-26,Belgaum,Rice,Local,FAQ,2189,2675,2432,62.9
2024-08-26,Gulbarga,Brinjal,Local,FAQ,663,811,737,74.6
2024-08-26,Bangalore (Yeshwanthpur),Tomato,Local,FAQ,827,1011,919,52.9
2024-08-26,Karwar,Onion,Local,FAQ,1030,1258,1144,20.8
2024-08-27,Bellary,Mango,Local,FAQ,2147,2625,2386,15.9
2024-08-27,Raichur,Tomato,Local,FAQ,959,1173,1066,6.4
2024-08-28,Shimoga,Brinjal,Local,FAQ,696,850,773,16.8
2024-08-29,Shimoga,Potato,Local,FAQ,685,837,761,30.3
2024-08-29,Hubli,Wheat,Local,FAQ,1667,2037,1852,34.2
2024-08-29,Belgaum,Brinjal,Local,FAQ,715,873,794,71.6
2024-08-29,Bellary,Banana,Local,FAQ,1396,1706,1551,13.7
2024-08-31,Tumkur,Wheat,Local,FAQ,1581,1933,1757,67.7
2024-08-31,Bijapur,Tomato,Local,FAQ,1164,1422,1293,62.5
2024-08-31,Tumkur,Chilli,Local,FAQ,4981,6087,5534,29.9
2024-08-31,Davangere,Onion,Local,FAQ,967,1181,1074,55.0
2024-09-01,Mangalore,Rice,Local,FAQ,2799,3421,3110,35.8
2024-09-01,Bellary,Rice,Local,FAQ,1625,1987,1806,63.2
2024-09-02,Shimoga,Banana,Local,FAQ,1248,1526,1387,81.0
2024-09-02,Belgaum,Banana,Local,FAQ,996,1218,1107,29.8
2024-09-02,Belgaum,Mango,Local,FAQ,1920,2346,2133,93.9
2024-09-02,Karwar,Rice,Local,FAQ,2083,2545,2314,93.5
2024-09-02,Davangere,Banana,Local,FAQ,1138,1392,1265,98.8
2024-09-03,Mysore,Chilli,Local,FAQ,6322,7728,7025,52.9
2024-09-04,Dharwad,Mango,Local,FAQ,1922,2350,2136,50.5
2024-09-04,Bijapur,Wheat,Local,FAQ,1637,2001,1819,86.3
2024-09-05,Karwar,Coconut,Local,FAQ,1081,1321,1201,27.7
2024-09-05,Belgaum,Rice,Local,FAQ,1775,2169,1972,35.7
2024-09-05,Hubli,Onion,Local,FAQ,612,748,680,46.7
2024-09-05,Karwar,Mango,Local,FAQ,1530,1870,1700,54.1
2024-09-05,Dharwad,Onion,Local,FAQ,981,1199,1090,51.5
2024-09-05,Hassan,Mango,Local,FAQ,2063,2521,2292,25.7
2024-09-05,Bellary,Brinjal,Local,FAQ,781,955,868,44.3
2024-09-06,Hassan,Onion,Local,FAQ,788,963,875,89.9
