date,market_name,temperature,humidity,rainfall_mm,condition
2026-09-23,Mysore,26.8,51.7,0.0,Cloudy
2026-09-23,Belgaum,25.8,63.4,19.8,Light Rain
2026-09-23,Davangere,34.3,54.2,0.0,Clear
2026-09-23,Shimoga,34.9,58.8,0.0,Cloudy
2026-09-23,Tumkur,32.8,81.6,0.0,Partly Cloudy
2026-09-23,Hassan,37.6,42.6,48.4,Heavy Rain
2026-09-23,Mangalore,30.9,66.0,0.0,Clear
2026-09-23,Raichur,21.9,69.9,0.0,Cloudy
2026-09-23,Gulbarga,28.4,78.1,21.3,Heavy Rain
2026-09-23,Bellary,35.6,58.3,0.0,Cloudy
2026-09-23,Bijapur,29.0,63.9,0.0,Cloudy
2026-09-23,Dharwad,21.2,57.7,28.3,Heavy Rain
2026-09-23,Karwar,32.7,83.7,0.0,Partly Cloudy
2026-09-24,Bangalore (Yeshwanthpur),29.5,78.0,10.3,Light Rain
2026-09-24,Hubli,34.3,52.7,0.0,Cloudy
2026-09-24,Mysore,36.7,77.4,12.7,Heavy Rain
2026-09-24,Belgaum,32.6,44.2,0.0,Partly Cloudy
2026-09-24,Davangere,27.8,71.3,0.0,Cloudy
2026-09-24,Shimoga,23.7,48.0,43.4,Heavy Rain
2026-09-24,Tumkur,23.1,51.9,0.0,Partly Cloudy
2026-09-24,Hassan,24.9,85.8,0.0,Clear
2026-09-24,Mangalore,28.8,62.8,0.0,Clear
2026-09-24,Raichur,36.4,76.3,0.0,Cloudy
2026-09-24,Gulbarga,35.2,67.5,42.7,Heavy Rain
2026-09-24,Bellary,32.3,85.2,35.6,Heavy Rain
2026-09-24,Bijapur,25.3,43.8,0.0,Clear
2026-09-24,Dharwad,26.5,75.0,30.2,Heavy Rain
2026-09-24,Karwar,28.4,58.4,0.0,Cloudy
2026-09-25,Bangalore (Yeshwanthpur),32.6,54.0,32.7,Light Rain
2026-09-25,Hubli,26.0,63.1,40.3,Light Rain
2026-09-25,Mysore,31.2,60.8,13.7,Heavy Rain
2026-09-25,Belgaum,33.1,61.4,18.1,Light Rain
2026-09-25,Davangere,34.7,76.4,0.0,Clear
2026-09-25,Shimoga,32.5,72.4,0.0,Clear
2026-09-25,Tumkur,26.3,87.9,24.1,Light Rain
2026-09-25,Hassan,21.5,68.3,10.9,Heavy Rain
2026-09-25,Mangalore,33.2,42.3,33.8,Light Rain
2026-09-25,Raichur,23.7,41.9,0.0,Partly Cloudy
2026-09-25,Gulbarga,24.3,77.9,40.7,Light Rain
2026-09-25,Bellary,31.8,40.6,44.1,Light Rain
2026-09-25,Bijapur,33.3,49.5,0.0,Cloudy
2026-09-25,Dharwad,34.9,67.9,45.3,Heavy Rain
2026-09-25,Karwar,36.1,62.1,0.0,Partly Cloudy
